Año;Trimestre;Provincia;+ 0 Mbps - 10 Mbps;+ 10 Mbps - 20 Mbps;+ 20 Mbps - 30 Mbps;+ 30 Mbps;OTROS;Total;Accesos por cada 100 hab;Accesos por cada 100 hogares;Mbps (Media de bajada)
2015;4;Corrientes;77258;7569;456;150;0.0;85433;8;30.34;5
2015;4;Entre Ríos;159961;13668;399;163;0.0;174191;13;44.11;5
2015;4;Formosa;24855;2713;519;4;0.0;28091;5;19.07;5
2015;4;Jujuy;38338;1587;0;0;0.0;39925;5;21.47;4
2015;4;La Pampa;62357;63;49;10;0.0;62479;19;58.76;3
2015;4;La Rioja;15712;1215;2;3;0.0;16932;5;17.32;5
2015;4;Mendoza;175021;41;5;13;0.0;175080;9;32.49;4
2015;4;Misiones;78438;13690;675;52;0.0;92855;8;28.69;6
2015;4;Neuquén;93921;7934;9;175;0.0;102039;17;58.29;4
2015;4;Río Negro;97018;4024;5;75;0.0;101122;14;46.44;4
2015;4;Salta;95325;6507;99;5;0.0;101936;8;31.59;5
2015;4;San Juan;56156;0;0;2;0.0;56158;7;27.66;3
2015;4;San Luis;13485;0;1;2;0.0;13488;3;9.71;4
2015;4;Santa Cruz;32555;0;0;0;0.0;32555;8;27.74;3
2015;4;Santa Fe;504678;51258;3079;1189;0.0;560204;16;52.61;5
2015;4;Santiago Del Estero;37282;1856;0;0;0.0;39138;4;17.0;4
2015;4;Tierra Del Fuego;32963;0;0;0;0.0;32963;19;66.46;3
2015;4;Tucumán;135736;9507;837;0;0.0;146080;9;37.06;5
2015;3;Buenos Aires;2645224;200491;2642;7720;0.0;2856078;18;57.69;5
2015;3;Capital Federal;1153931;175594;2028;10022;0.0;1341574;45;118.29;6
2015;3;Catamarca;25235;812;43;1;0.0;26091;7;25.86;4
2015;3;Chaco;76740;7498;979;157;0.0;85374;7;27.96;5
2015;3;Chubut;78362;0;0;0;0.0;78362;11;36.81;3
2015;3;Córdoba;559811;59372;2582;1048;0.0;622813;17;57.08;5
2015;3;Corrientes;78249;6111;453;146;0.0;84959;8;30.17;5
2015;3;Entre Ríos;162026;9924;384;153;0.0;172487;13;43.68;5
2015;3;Formosa;25528;1842;379;2;0.0;27751;5;18.84;4
2015;3;Jujuy;38584;966;0;0;0.0;39550;5;21.27;4
2015;3;La Pampa;61369;55;39;10;0.0;61473;19;57.96;3
2015;3;La Rioja;15936;832;0;3;0.0;16771;5;17.15;4
2015;3;Mendoza;173756;18;5;13;0.0;173792;9;32.49;4
2015;3;Misiones;79368;11654;559;43;0.0;91624;8;28.31;6
2015;3;Neuquén;89111;6599;2;155;0.0;95867;16;54.6;4
2015;3;Río Negro;96619;3826;1;62;0.0;100508;14;46.39;4
2015;3;Salta;96205;4318;61;5;0.0;100589;8;31.18;4
2015;3;San Juan;55363;0;0;2;0.0;55365;7;27.67;3
2015;3;San Luis;13299;0;1;2;0.0;13302;3;9.71;4
2015;3;Santa Cruz;32483;0;0;0;0.0;32483;8;27.61;3
2015;3;Santa Fe;510292;42021;2320;1133;0.0;555766;16;52.15;5
2015;3;Santiago Del Estero;38149;1249;0;0;0.0;39398;4;17.12;4
2015;3;Tierra Del Fuego;36710;0;0;0;0.0;36710;22;74.86;3
2015;3;Tucumán;137446;6232;623;0;0.0;144301;9;36.61;5
2015;2;Buenos Aires;2689111;159922;2010;6712;0.0;2857754;17;56.8;4
2015;2;Capital Federal;1192973;142976;1482;9258;0.0;1346690;44;116.07;5
2015;2;Catamarca;25047;593;37;1;0.0;25678;6;25.45;4
2015;2;Chaco;76572;6337;788;149;0.0;83846;7;27.46;5
2015;2;Chubut;62647;0;0;0;0.0;62647;11;36.58;3
2015;2;Córdoba;562561;46415;1956;903;0.0;611835;17;55.87;5
2015;2;Corrientes;77775;5039;379;126;0.0;83319;8;29.58;5
2015;2;Entre Ríos;161186;7867;354;136;0.0;169543;13;42.93;5
2015;2;Formosa;25471;1324;257;1;0.0;27053;5;18.36;4
2015;2;Jujuy;36993;730;0;0;0.0;37723;5;20.29;3
2015;2;La Pampa;60181;24;25;10;0.0;60240;19;56.71;3
2015;2;La Rioja;15865;641;0;3;0.0;16509;4;16.88;4
2015;2;Mendoza;170787;16;5;13;0.0;170821;9;32.49;4
2015;2;Misiones;78011;10072;408;33;0.0;88524;7;27.35;5
2015;2;Neuquén;87044;5168;2;110;0.0;92324;16;53.12;4
2015;2;Río Negro;95397;3240;1;51;0.0;98689;14;45.98;4
2015;2;Salta;95121;3114;29;5;0.0;98269;7;30.46;4
2015;2;San Juan;51986;0;0;2;0.0;51988;7;27.64;3
2015;2;San Luis;13217;0;1;2;0.0;13220;3;9.71;4
2015;2;Santa Cruz;25756;0;0;0;0.0;25756;8;27.07;3
2015;2;Santa Fe;510489;33894;1856;1014;0.0;547253;16;51.18;4
2015;2;Santiago Del Estero;38491;888;0;0;0.0;39379;4;17.11;4
2015;2;Tierra Del Fuego;36375;0;0;0;0.0;36375;22;74.51;3
2015;2;Tucumán;135713;4502;455;0;0.0;140670;9;35.69;4
2015;1;Buenos Aires;2620393;126958;1561;5700;0.0;2754612;17;56.37;4
2015;1;Capital Federal;1209290;114569;1195;8401;0.0;1333455;44;114.9;5
2015;1;Catamarca;24603;517;9;1;0.0;25130;6;25.11;3
2015;1;Chaco;75387;5346;489;135;0.0;81357;7;26.65;5
2015;1;Chubut;64262;0;0;0;0.0;64262;12;37.61;3
2015;1;Córdoba;557960;37443;1615;815;0.0;597833;17;54.7;4
2015;1;Corrientes;76727;4424;235;98;0.0;81484;8;28.95;5
2015;1;Entre Ríos;159099;6926;274;119;0.0;166418;13;42.07;4
2015;1;Formosa;25664;878;157;1;0.0;26700;5;18.12;3
2015;1;Jujuy;36009;603;0;0;0.0;36612;5;19.69;3
2015;1;La Pampa;59177;10;13;10;0.0;59210;18;55.51;3
2015;1;La Rioja;15798;533;0;3;0.0;16334;4;16.7;4
2015;1;Mendoza;170112;16;6;11;0.0;170145;9;32.37;4
2015;1;Misiones;76387;8543;194;26;0.0;85150;7;26.31;5
2015;1;Neuquén;85429;4067;2;76;0.0;89574;16;51.95;4
2015;1;Río Negro;94551;2632;2;42;0.0;97227;14;45.33;4
2015;1;Salta;94221;2569;15;5;0.0;96810;7;30.01;4
2015;1;San Juan;51799;0;0;2;0.0;51801;7;27.55;3
2015;1;San Luis;12738;1;0;2;0.0;12741;3;9.72;4
2015;1;Santa Cruz;26282;0;0;0;0.0;26282;8;27.99;3
2015;1;Santa Fe;506213;27597;1542;900;0.0;536252;16;50.24;4
2015;1;Santiago Del Estero;37869;748;0;0;0.0;38617;4;17.06;4
2015;1;Tierra Del Fuego;36944;0;0;0;0.0;36944;22;74.23;3
2015;1;Tucumán;134206;3722;334;0;0.0;138262;9;35.08;4
2014;4;Buenos Aires;2595228;104322;997;5406;0.0;2705954;17;56.09;4
2014;4;Capital Federal;1227314;95772;890;7997;0.0;1331972;44;114.9;5
2014;4;Catamarca;25071;421;0;1;0.0;25493;6;25.51;3
2014;4;Chaco;63334;2600;124;2;0.0;66060;6;21.87;4
2014;4;Chubut;68538;0;0;0;0.0;68538;12;40.25;3
2014;4;Córdoba;557056;30858;1177;782;0.0;589873;17;54.7;4
2014;4;Corrientes;63595;2106;0;9;0.0;65710;6;23.56;4
2014;4;Entre Ríos;137079;3584;1;66;0.0;140730;11;36.03;4
2014;4;Formosa;25687;473;47;1;0.0;26208;5;17.96;3
2014;4;Jujuy;35490;465;0;0;0.0;35955;5;19.6;3
2014;4;La Pampa;49691;5;4;10;0.0;49710;17;51.27;3
2014;4;La Rioja;16013;386;0;3;0.0;16402;4;17.01;4
2014;4;Mendoza;169580;14;5;12;0.0;169611;9;32.64;4
2014;4;Misiones;74211;2952;54;12;0.0;77229;7;24.16;4
2014;4;Neuquén;85539;3621;2;66;0.0;89228;16;52.55;4
2014;4;Río Negro;93551;2319;4;30;0.0;95904;14;45.48;4
2014;4;Salta;92041;1922;0;4;0.0;93967;7;29.53;4
2014;4;San Juan;52117;0;0;2;0.0;52119;7;28.04;3
2014;4;San Luis;13144;0;1;2;0.0;13147;3;9.79;4
2014;4;Santa Cruz;25702;1;0;0;0.0;25703;8;27.8;3
2014;4;Santa Fe;504680;21098;869;824;0.0;527471;16;50.0;4
2014;4;Santiago Del Estero;38699;602;0;0;0.0;39301;4;17.27;3
2014;4;Tierra Del Fuego;31786;0;0;0;0.0;31786;19;66.14;3
2014;4;Tucumán;134485;2733;196;0;0.0;137414;9;35.32;4
2014;3;Buenos Aires;2573759;68947;243;4232;0.0;2647181;17;56.75;4
2014;3;Capital Federal;1241171;70907;95;6626;0.0;1318799;43;113.8;4
2014;3;Catamarca;24569;111;0;0;0.0;24680;6;24.71;3
2014;3;Chaco;62491;1274;5;0;0.0;63770;6;21.11;3
2014;3;Chubut;69099;0;0;0;0.0;69099;12;40.6;3
2014;3;Córdoba;564336;18888;84;664;0.0;583972;17;54.23;4
2014;3;Corrientes;62367;1172;0;0;0.0;63539;6;22.79;3
2014;3;Entre Ríos;135438;1310;0;48;0.0;136796;10;34.98;3
2014;3;Formosa;25850;85;0;0;0.0;25935;5;17.77;3
2014;3;Jujuy;33627;82;0;0;0.0;33709;5;18.37;3
2014;3;La Pampa;54136;5;4;10;0.0;54155;18;55.78;3
2014;3;La Rioja;15852;61;0;0;0.0;15913;4;16.51;3
2014;3;Mendoza;167829;12;13;1;0.0;167855;9;32.31;4
2014;3;Misiones;73715;1606;0;1;0.0;75322;6;23.57;4
2014;3;Neuquén;84818;2865;10;27;0.0;87720;17;56.4;4
2014;3;Río Negro;95784;1944;8;9;0.0;97745;14;46.2;3
2014;3;Salta;92553;388;0;0;0.0;92941;7;29.22;3
2014;3;San Juan;51771;0;0;0;0.0;51771;7;27.85;3
2014;3;San Luis;13037;0;3;0;0.0;13040;3;9.71;4
2014;3;Santa Cruz;26068;1;0;0;0.0;26069;8;28.23;3
2014;3;Santa Fe;502400;12124;38;806;0.0;515368;15;49.2;3
2014;3;Santiago Del Estero;37398;142;0;0;0.0;37540;4;16.49;3
2014;3;Tierra Del Fuego;32698;0;0;0;0.0;32698;19;65.69;3
2014;3;Tucumán;131491;559;4;0;0.0;132054;8;33.94;3
2014;2;Buenos Aires;2598174;56549;284;4309;0.0;2659316;17;55.06;4
2014;2;Capital Federal;1247850;56004;59;6427;0.0;1310340;43;113.14;4
2014;2;Catamarca;24572;111;0;0;0.0;24683;6;24.7;3
2014;2;Chaco;62214;1085;5;0;0.0;63304;6;20.96;3
2014;2;Chubut;70514;0;0;0;0.0;70514;13;41.41;3
2014;2;Córdoba;561937;14824;76;627;0.0;577464;16;53.45;4
2014;2;Corrientes;62001;956;0;0;0.0;62957;6;22.58;3
2014;2;Entre Ríos;134289;1162;0;44;0.0;135495;10;34.69;3
2014;2;Formosa;25515;85;0;0;0.0;25600;4;17.54;3
2014;2;Jujuy;34262;82;0;0;0.0;34344;5;18.71;3
2014;2;La Pampa;47900;5;4;10;0.0;47919;16;49.71;3
2014;2;La Rioja;15851;61;0;0;0.0;15912;4;16.5;3
2014;2;Mendoza;166782;10;5;10;0.0;166807;9;32.1;4
2014;2;Misiones;73353;1334;2;0;0.0;74689;6;23.37;4
2014;2;Neuquén;83916;2289;2;30;0.0;86237;15;50.84;4
2014;2;Río Negro;94031;1569;2;8;0.0;95610;14;45.33;3
2014;2;Salta;91604;388;0;0;0.0;91992;7;28.91;3
2014;2;San Juan;51646;0;0;0;0.0;51646;7;27.78;3
2014;2;San Luis;13052;0;1;2;0.0;13055;3;9.72;4
2014;2;Santa Cruz;27166;0;0;0;0.0;27166;9;29.38;3
2014;2;Santa Fe;501210;10058;34;792;0.0;512094;15;48.39;3
2014;2;Santiago Del Estero;37854;142;0;0;0.0;37996;4;16.7;3
2014;2;Tierra Del Fuego;31546;0;0;0;0.0;31546;19;64.36;3
2014;2;Tucumán;131496;559;4;0;0.0;132059;8;33.94;3
2014;1;Buenos Aires;2581375;38923;206;4037;0.0;2624542;17;54.57;4
2014;1;Capital Federal;1256021;38798;55;6208;0.0;1301081;43;112.25;4
2014;1;Catamarca;24168;64;0;0;0.0;24232;6;24.25;3
2014;1;Chaco;61800;741;5;0;0.0;62546;6;20.72;3
2014;1;Chubut;68791;0;0;0;0.0;68791;13;41.24;3
2014;1;Córdoba;557007;9818;40;588;0.0;567453;16;52.52;3
2014;1;Corrientes;61605;630;0;0;0.0;62235;6;22.32;3
2014;1;Entre Ríos;133459;746;0;43;0.0;134248;10;34.37;3
2014;1;Formosa;25355;67;0;0;0.0;25422;4;17.42;3
2014;1;Jujuy;33747;56;0;0;0.0;33803;5;18.42;3
2014;1;La Pampa;46487;5;4;10;0.0;46506;16;48.43;3
2014;1;La Rioja;15676;35;0;0;0.0;15711;4;16.29;3
2014;1;Mendoza;166715;10;6;9;0.0;166740;9;31.91;4
2014;1;Misiones;72996;958;0;0;0.0;73954;6;23.14;3
2014;1;Neuquén;82352;1582;2;22;0.0;83958;15;49.79;4
2014;1;Río Negro;93665;1062;1;8;0.0;94736;14;44.91;3
2014;1;Salta;90983;314;0;0;0.0;91297;7;28.7;3
2014;1;San Juan;51589;0;0;0;0.0;51589;7;27.6;3
2014;1;San Luis;12554;1;0;2;0.0;12557;3;9.35;4
2014;1;Santa Cruz;26759;1;0;0;0.0;26760;9;28.94;3
2014;1;Santa Fe;498477;6845;23;668;0.0;506013;15;47.85;3
2014;1;Santiago Del Estero;37004;109;0;0;0.0;37113;4;16.31;3
2014;1;Tierra Del Fuego;31527;0;0;0;0.0;31527;19;63.97;3
2014;1;Tucumán;129667;362;3;0;0.0;130032;8;33.42;3
